"","SiteStationYear","year","stationNumber","NEWloc","exp","siteNumber","meanshootlg","SLnbPIED","nbframe","BUBsum","BUBnbPIED","dens","propBUB","vac01","Count","SL01","BUBprop","BUBsum01","region","yearc"
"69","1BB_8_2016",2016,8,"1B","B","1BB",5.5,10,45,1,10,0.0222222222222222,0.1,1,1,1,0.1,1,"Trondelag",2016
"70","1BB_8_2019",2019,8,"1B","B","1BB",6.5,14,32,0,14,0.03125,0,0,0,1,0,0,"Trondelag",2019
"71","1BB_8_2021",2021,8,"1B","B","1BB",6.4,10,29,2,10,0.0344827586206897,0.2,0,0,1,0.2,1,"Trondelag",2021
"72","1BB_8_2023",2023,8,"1B","B","1BB",7.8,10,31,0,10,0.032258064516129,0,1,1,1,0,0,"Trondelag",2023
"73","1BB_9_2008",2008,9,"1B","B","1BB",3.36363636363636,11,3,0,11,0.333333333333333,0,0,0,1,0,0,"Trondelag",2008
"74","1BB_9_2010",2010,9,"1B","B","1BB",8.4,10,2,6,10,0.5,0.6,1,3,1,0.6,1,"Trondelag",2010
"75","1BB_9_2012",2012,9,"1B","B","1BB",6.4,10,2,0,10,0.5,0,1,9,1,0,0,"Trondelag",2012
"76","1BB_9_2014",2014,9,"1B","B","1BB",10.0909090909091,11,5,0,11,0.2,0,0,0,1,0,0,"Trondelag",2014
"77","1BB_9_2016",2016,9,"1B","B","1BB",6.7,10,8,0,10,0.125,0,1,4,1,0,0,"Trondelag",2016
"78","1BB_9_2019",2019,9,"1B","B","1BB",4,12,4,0,12,0.25,0,0,0,1,0,0,"Trondelag",2019
"79","1BB_9_2021",2021,9,"1B","B","1BB",7.5,12,5,0,12,0.2,0,0,0,1,0,0,"Trondelag",2021
"80","1BB_9_2023",2023,9,"1B","B","1BB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trondelag",2023
"81","1BUB_1_2008",2008,1,"1B","UB","1BUB",14.8181818181818,11,3,0,11,0.333333333333333,0,1,3,1,0,0,"Trondelag",2008
"82","1BUB_1_2010",2010,1,"1B","UB","1BUB",13.9,10,3,8,10,0.333333333333333,0.8,1,6,1,0.8,1,"Trondelag",2010
"83","1BUB_1_2012",2012,1,"1B","UB","1BUB",11.5,12,3,0,12,0.333333333333333,0,1,23,1,0,0,"Trondelag",2012
"84","1BUB_1_2014",2014,1,"1B","UB","1BUB",16.6153846153846,13,3,1,13,0.333333333333333,0.0769230769230769,1,6,1,0.0769230769230769,1,"Trondelag",2014
"85","1BUB_1_2016",2016,1,"1B","UB","1BUB",14.7,10,5,0,10,0.2,0,1,2,1,0,0,"Trondelag",2016
"86","1BUB_1_2019",2019,1,"1B","UB","1BUB",10.3846153846154,13,3,1,13,0.333333333333333,0.0769230769230769,1,9,1,0.0769230769230769,1,"Trondelag",2019
"87","1BUB_1_2021",2021,1,"1B","UB","1BUB",19,11,2,0,11,0.5,0,1,12,1,0,0,"Trondelag",2021
"88","1BUB_1_2023",2023,1,"1B","UB","1BUB",14.7272727272727,11,2,0,11,0.5,0,1,16,1,0,0,"Trondelag",2023
"89","1BUB_10_2008",2008,10,"1B","UB","1BUB",8.2,15,15,5,15,0.0666666666666667,0.333333333333333,1,3,1,0.333333333333333,1,"Trondelag",2008
"90","1BUB_10_2010",2010,10,"1B","UB","1BUB",11.2,10,5,4,10,0.2,0.4,1,2,1,0.4,1,"Trondelag",2010
"91","1BUB_10_2012",2012,10,"1B","UB","1BUB",9.41666666666667,12,6,0,12,0.166666666666667,0,1,12,1,0,0,"Trondelag",2012
"92","1BUB_10_2014",2014,10,"1B","UB","1BUB",8.27272727272727,11,6,1,11,0.166666666666667,0.0909090909090909,1,10,1,0.0909090909090909,1,"Trondelag",2014
"93","1BUB_10_2016",2016,10,"1B","UB","1BUB",10.7,10,6,0,10,0.166666666666667,0,1,11,1,0,0,"Trondelag",2016
"94","1BUB_10_2019",2019,10,"1B","UB","1BUB",14.25,12,2,0,12,0.5,0,1,18,1,0,0,"Trondelag",2019
"95","1BUB_10_2021",2021,10,"1B","UB","1BUB",15.2,10,2,4,10,0.5,0.4,1,7,1,0.4,1,"Trondelag",2021
"96","1BUB_10_2023",2023,10,"1B","UB","1BUB",16.8,10,5,0,10,0.2,0,1,5,1,0,0,"Trondelag",2023
"97","1BUB_2_2008",2008,2,"1B","UB","1BUB",14.4,10,2,1,10,0.5,0.1,1,8,1,0.1,1,"Trondelag",2008
"98","1BUB_2_2010",2010,2,"1B","UB","1BUB",17.8,10,3,7,10,0.333333333333333,0.7,1,12,1,0.7,1,"Trondelag",2010
"99","1BUB_2_2012",2012,2,"1B","UB","1BUB",16.2307692307692,13,2,0,13,0.5,0,1,42,1,0,0,"Trondelag",2012
"100","1BUB_2_2014",2014,2,"1B","UB","1BUB",17.2727272727273,11,2,0,11,0.5,0,1,24,1,0,0,"Trondelag",2014
"101","1BUB_2_2016",2016,2,"1B","UB","1BUB",24.8,10,3,0,10,0.333333333333333,0,1,17,1,0,0,"Trondelag",2016
"102","1BUB_2_2019",2019,2,"1B","UB","1BUB",15.5,14,3,2,14,0.333333333333333,0.142857142857143,1,15,1,0.142857142857143,1,"Trondelag",2019
"103","1BUB_2_2021",2021,2,"1B","UB","1BUB",15.5,12,3,0,12,0.333333333333333,0,1,30,1,0,0,"Trondelag",2021
"104","1BUB_2_2023",2023,2,"1B","UB","1BUB",27.3636363636364,11,1,0,11,1,0,1,41,1,0,0,"Trondelag",2023
"105","1BUB_3_2008",2008,3,"1B","UB","1BUB",6.5,10,2,1,10,0.5,0.1,1,3,1,0.1,1,"Trondelag",2008
"106","1BUB_3_2010",2010,3,"1B","UB","1BUB",9.7,10,2,6,10,0.5,0.6,1,12,1,0.6,1,"Trondelag",2010
"107","1BUB_3_2012",2012,3,"1B","UB","1BUB",13.8125,16,2,0,16,0.5,0,1,17,1,0,0,"Trondelag",2012
"108","1BUB_3_2014",2014,3,"1B","UB","1BUB",13.7,10,2,0,10,0.5,0,1,13,1,0,0,"Trondelag",2014
"109","1BUB_3_2016",2016,3,"1B","UB","1BUB",13.5,10,4,0,10,0.25,0,1,8,1,0,0,"Trondelag",2016
"110","1BUB_3_2019",2019,3,"1B","UB","1BUB",8.91666666666667,12,2,0,12,0.5,0,1,8,1,0,0,"Trondelag",2019
"111","1BUB_3_2021",2021,3,"1B","UB","1BUB",14.75,12,2,0,11,0.5,0,1,10,1,0,0,"Trondelag",2021
"112","1BUB_3_2023",2023,3,"1B","UB","1BUB",12.5833333333333,12,1,0,12,1,0,1,4,1,0,0,"Trondelag",2023
"113","1BUB_4_2008",2008,4,"1B","UB","1BUB",11.0833333333333,12,2,2,12,0.5,0.166666666666667,1,16,1,0.166666666666667,1,"Trondelag",2008
"114","1BUB_4_2010",2010,4,"1B","UB","1BUB",8.9,10,2,6,10,0.5,0.6,1,17,1,0.6,1,"Trondelag",2010
"115","1BUB_4_2012",2012,4,"1B","UB","1BUB",15.1578947368421,19,1,4,19,1,0.210526315789474,1,47,1,0.210526315789474,1,"Trondelag",2012
"116","1BUB_4_2014",2014,4,"1B","UB","1BUB",11.3076923076923,13,2,0,13,0.5,0,1,28,1,0,0,"Trondelag",2014
"117","1BUB_4_2016",2016,4,"1B","UB","1BUB",11.4,10,4,0,10,0.25,0,1,24,1,0,0,"Trondelag",2016
"118","1BUB_4_2019",2019,4,"1B","UB","1BUB",14.1578947368421,19,3,2,19,0.333333333333333,0.105263157894737,1,18,1,0.105263157894737,1,"Trondelag",2019
"119","1BUB_4_2021",2021,4,"1B","UB","1BUB",22.75,12,1,7,12,1,0.583333333333333,1,29,1,0.583333333333333,1,"Trondelag",2021
"120","1BUB_4_2023",2023,4,"1B","UB","1BUB",17.4615384615385,13,2,0,13,0.5,0,1,39,1,0,0,"Trondelag",2023
"121","1BUB_5_2008",2008,5,"1B","UB","1BUB",8.3,10,16,2,10,0.0625,0.2,1,1,1,0.2,1,"Trondelag",2008
"122","1BUB_5_2010",2010,5,"1B","UB","1BUB",5.4,10,3,4,10,0.333333333333333,0.4,1,5,1,0.4,1,"Trondelag",2010
"123","1BUB_5_2012",2012,5,"1B","UB","1BUB",9.9,10,9,0,10,0.111111111111111,0,1,4,1,0,0,"Trondelag",2012
"124","1BUB_5_2014",2014,5,"1B","UB","1BUB",12.9,10,19,1,10,0.0526315789473684,0.1,1,3,1,0.1,1,"Trondelag",2014
"125","1BUB_5_2016",2016,5,"1B","UB","1BUB",12.6,10,9,0,10,0.111111111111111,0,1,3,1,0,0,"Trondelag",2016
"126","1BUB_5_2019",2019,5,"1B","UB","1BUB",16.5833333333333,12,7,0,12,0.142857142857143,0,1,19,1,0,0,"Trondelag",2019
"127","1BUB_5_2021",2021,5,"1B","UB","1BUB",17.3333333333333,15,8,6,15,0.125,0.4,1,15,1,0.4,1,"Trondelag",2021
"128","1BUB_5_2023",2023,5,"1B","UB","1BUB",23.0909090909091,11,12,0,11,0.0833333333333333,0,1,13,1,0,0,"Trondelag",2023
"129","1BUB_6_2008",2008,6,"1B","UB","1BUB",7.5,12,8,4,12,0.125,0.333333333333333,1,4,1,0.333333333333333,1,"Trondelag",2008
"130","1BUB_6_2010",2010,6,"1B","UB","1BUB",13.6,10,5,4,10,0.2,0.4,1,1,1,0.4,1,"Trondelag",2010
"131","1BUB_6_2012",2012,6,"1B","UB","1BUB",8.16666666666667,12,3,0,12,0.333333333333333,0,1,2,1,0,0,"Trondelag",2012
"132","1BUB_6_2014",2014,6,"1B","UB","1BUB",9.53846153846154,13,5,4,13,0.2,0.307692307692308,1,5,1,0.307692307692308,1,"Trondelag",2014
"133","1BUB_6_2016",2016,6,"1B","UB","1BUB",14.3,10,7,0,10,0.142857142857143,0,1,3,1,0,0,"Trondelag",2016
"134","1BUB_6_2019",2019,6,"1B","UB","1BUB",11.2777777777778,18,1,0,18,1,0,1,16,1,0,0,"Trondelag",2019
"135","1BUB_6_2021",2021,6,"1B","UB","1BUB",12.3076923076923,13,3,5,13,0.333333333333333,0.384615384615385,1,40,1,0.384615384615385,1,"Trondelag",2021
"136","1BUB_6_2023",2023,6,"1B","UB","1BUB",10.1818181818182,11,2,0,11,0.5,0,1,43,1,0,0,"Trondelag",2023
"137","1BUB_7_2008",2008,7,"1B","UB","1BUB",9.54545454545454,11,11,5,11,0.0909090909090909,0.454545454545455,1,2,1,0.454545454545455,1,"Trondelag",2008
"138","1BUB_7_2010",2010,7,"1B","UB","1BUB",10.7,10,3,9,10,0.333333333333333,0.9,0,0,1,0.9,1,"Trondelag",2010
"139","1BUB_7_2012",2012,7,"1B","UB","1BUB",15.8181818181818,22,2,2,22,0.5,0.0909090909090909,1,7,1,0.0909090909090909,1,"Trondelag",2012
"140","1BUB_7_2014",2014,7,"1B","UB","1BUB",16.25,12,2,4,12,0.5,0.333333333333333,1,2,1,0.333333333333333,1,"Trondelag",2014
"141","1BUB_7_2016",2016,7,"1B","UB","1BUB",14.3,10,9,0,10,0.111111111111111,0,1,7,1,0,0,"Trondelag",2016
"142","1BUB_7_2019",2019,7,"1B","UB","1BUB",16.5384615384615,13,5,0,13,0.2,0,1,9,1,0,0,"Trondelag",2019
"143","1BUB_7_2021",2021,7,"1B","UB","1BUB",22.5714285714286,14,5,0,14,0.2,0,1,20,1,0,0,"Trondelag",2021
"144","1BUB_7_2023",2023,7,"1B","UB","1BUB",27.4,10,6,0,10,0.166666666666667,0,1,13,1,0,0,"Trondelag",2023
"145","1BUB_8_2008",2008,8,"1B","UB","1BUB",8.6,10,5,2,10,0.2,0.2,1,4,1,0.2,1,"Trondelag",2008
"146","1BUB_8_2010",2010,8,"1B","UB","1BUB",8.3,10,4,8,10,0.25,0.8,1,3,1,0.8,1,"Trondelag",2010
"147","1BUB_8_2012",2012,8,"1B","UB","1BUB",11.8,10,11,0,10,0.0909090909090909,0,1,2,1,0,0,"Trondelag",2012
"148","1BUB_8_2014",2014,8,"1B","UB","1BUB",12,10,11,0,10,0.0909090909090909,0,0,0,1,0,0,"Trondelag",2014
"149","1BUB_8_2016",2016,8,"1B","UB","1BUB",5,10,8,0,10,0.125,0,1,9,1,0,0,"Trondelag",2016
"150","1BUB_8_2019",2019,8,"1B","UB","1BUB",19.2727272727273,11,5,0,11,0.2,0,1,6,1,0,0,"Trondelag",2019
"151","1BUB_8_2021",2021,8,"1B","UB","1BUB",20.6,10,6,0,10,0.166666666666667,0,1,20,1,0,0,"Trondelag",2021
"152","1BUB_8_2023",2023,8,"1B","UB","1BUB",33.5,10,12,0,10,0.0833333333333333,0,1,34,1,0,0,"Trondelag",2023
"153","1BUB_9_2008",2008,9,"1B","UB","1BUB",10.5454545454545,11,80,4,11,0.0125,0.363636363636364,0,0,1,0.363636363636364,1,"Trondelag",2008
"154","1BUB_9_2010",2010,9,"1B","UB","1BUB",16,10,77,1,10,0.012987012987013,0.1,0,0,1,0.1,1,"Trondelag",2010
"155","1BUB_9_2012",2012,9,"1B","UB","1BUB",10.7,10,65,1,10,0.0153846153846154,0.1,0,0,1,0.1,1,"Trondelag",2012
"156","1BUB_9_2014",2014,9,"1B","UB","1BUB",NA,NA,125,NA,NA,0,NA,0,0,0,NA,NA,"Trondelag",2014
"157","1BUB_9_2016",2016,9,"1B","UB","1BUB",8,10,100,0,10,0.01,0,1,1,1,0,0,"Trondelag",2016
"158","1BUB_9_2019",2019,9,"1B","UB","1BUB",7.81818181818182,11,71,0,11,0.0140845070422535,0,0,0,1,0,0,"Trondelag",2019
"159","1BUB_9_2021",2021,9,"1B","UB","1BUB",11.3636363636364,11,72,3,11,0.0138888888888889,0.272727272727273,1,1,1,0.272727272727273,1,"Trondelag",2021
"160","1BUB_9_2023",2023,9,"1B","UB","1BUB",12.2,10,30,0,10,0.0333333333333333,0,0,0,1,0,0,"Trondelag",2023
"161","1KB_1_2008",2008,1,"1K","B","1KB",7.23076923076923,13,16,0,13,0.0625,0,0,0,1,0,0,"Trondelag",2008
"162","1KB_1_2010",2010,1,"1K","B","1KB",7.6,10,3,4,10,0.333333333333333,0.4,1,2,1,0.4,1,"Trondelag",2010
"163","1KB_1_2012",2012,1,"1K","B","1KB",11.7,10,17,0,10,0.0588235294117647,0,1,2,1,0,0,"Trondelag",2012
"164","1KB_1_2014",2014,1,"1K","B","1KB",10.3636363636364,11,9,1,11,0.111111111111111,0.0909090909090909,1,1,1,0.0909090909090909,1,"Trondelag",2014
"165","1KB_1_2016",2016,1,"1K","B","1KB",13.6666666666667,12,100,0,12,0.01,0,1,1,1,0,0,"Trondelag",2016
"166","1KB_1_2019",2019,1,"1K","B","1KB",12.3571428571429,14,71,0,14,0.0140845070422535,0,0,0,1,0,0,"Trondelag",2019
"167","1KB_1_2021",2021,1,"1K","B","1KB",19.5454545454545,11,30,1,11,0.0333333333333333,0.0909090909090909,0,0,1,0.0909090909090909,1,"Trondelag",2021
"168","1KB_1_2023",2023,1,"1K","B","1KB",16,10,40,0,10,0.025,0,1,2,1,0,0,"Trondelag",2023
"169","1KB_10_2008",2008,10,"1K","B","1KB",5.92307692307692,13,3,0,13,0.333333333333333,0,1,9,1,0,0,"Trondelag",2008
"170","1KB_10_2010",2010,10,"1K","B","1KB",4.7,10,3,9,10,0.333333333333333,0.9,1,1,1,0.9,1,"Trondelag",2010
"171","1KB_10_2012",2012,10,"1K","B","1KB",6.78571428571429,14,4,0,14,0.25,0,1,3,1,0,0,"Trondelag",2012
"172","1KB_10_2014",2014,10,"1K","B","1KB",9,10,3,2,10,0.333333333333333,0.2,0,0,1,0.2,1,"Trondelag",2014
"173","1KB_10_2016",2016,10,"1K","B","1KB",4.2,10,10,2,10,0.1,0.2,1,2,1,0.2,1,"Trondelag",2016
"174","1KB_10_2019",2019,10,"1K","B","1KB",6.2,10,4,0,10,0.25,0,1,6,1,0,0,"Trondelag",2019
"175","1KB_10_2021",2021,10,"1K","B","1KB",14.8181818181818,11,4,0,11,0.25,0,1,10,1,0,0,"Trondelag",2021
"176","1KB_10_2023",2023,10,"1K","B","1KB",17.4545454545455,11,3,1,11,0.333333333333333,0.0909090909090909,1,10,1,0.0909090909090909,1,"Trondelag",2023
"177","1KB_2_2008",2008,2,"1K","B","1KB",5.4,10,0,0,10,Inf,0,0,0,1,0,0,"Trondelag",2008
"178","1KB_2_2010",2010,2,"1K","B","1KB",6.7,10,2,4,10,0.5,0.4,0,0,1,0.4,1,"Trondelag",2010
"179","1KB_2_2012",2012,2,"1K","B","1KB",6.76923076923077,13,40,0,13,0.025,0,0,0,1,0,0,"Trondelag",2012
"180","1KB_2_2014",2014,2,"1K","B","1KB",10.3,10,37,0,10,0.027027027027027,0,0,0,1,0,0,"Trondelag",2014
"181","1KB_2_2016",2016,2,"1K","B","1KB",8.4,10,41,3,10,0.024390243902439,0.3,1,1,1,0.3,1,"Trondelag",2016
"182","1KB_2_2019",2019,2,"1K","B","1KB",4.53333333333333,15,31,0,15,0.032258064516129,0,0,0,1,0,0,"Trondelag",2019
"183","1KB_2_2021",2021,2,"1K","B","1KB",9.92307692307692,13,26,0,13,0.0384615384615385,0,0,0,1,0,0,"Trondelag",2021
"184","1KB_2_2023",2023,2,"1K","B","1KB",14.8235294117647,17,60,0,17,0.0166666666666667,0,0,0,1,0,0,"Trondelag",2023
"185","1KB_3_2008",2008,3,"1K","B","1KB",7.6,10,1,1,10,1,0.1,1,4,1,0.1,1,"Trondelag",2008
"186","1KB_3_2010",2010,3,"1K","B","1KB",9.5,10,1,5,10,1,0.5,1,14,1,0.5,1,"Trondelag",2010
"187","1KB_3_2012",2012,3,"1K","B","1KB",14.3225806451613,31,1,0,31,1,0,1,49,1,0,0,"Trondelag",2012
"188","1KB_3_2014",2014,3,"1K","B","1KB",9.3125,16,2,8,16,0.5,0.5,1,13,1,0.5,1,"Trondelag",2014
"189","1KB_3_2016",2016,3,"1K","B","1KB",9.2,10,1,1,10,1,0.1,1,15,1,0.1,1,"Trondelag",2016
"190","1KB_3_2019",2019,3,"1K","B","1KB",12.5454545454545,11,1,3,11,1,0.272727272727273,1,11,1,0.272727272727273,1,"Trondelag",2019
"191","1KB_3_2021",2021,3,"1K","B","1KB",15.1,10,3,0,10,0.333333333333333,0,1,22,1,0,0,"Trondelag",2021
"192","1KB_3_2023",2023,3,"1K","B","1KB",10.6923076923077,13,3,0,13,0.333333333333333,0,1,26,1,0,0,"Trondelag",2023
"193","1KB_4_2008",2008,4,"1K","B","1KB",8.18181818181818,11,13,1,11,0.0769230769230769,0.0909090909090909,1,4,1,0.0909090909090909,1,"Trondelag",2008
"194","1KB_4_2010",2010,4,"1K","B","1KB",6.4,10,6,3,10,0.166666666666667,0.3,1,6,1,0.3,1,"Trondelag",2010
"195","1KB_4_2012",2012,4,"1K","B","1KB",9.9,10,9,0,10,0.111111111111111,0,0,0,1,0,0,"Trondelag",2012
"196","1KB_4_2014",2014,4,"1K","B","1KB",14.9,10,35,1,10,0.0285714285714286,0.1,0,0,1,0.1,1,"Trondelag",2014
"197","1KB_4_2016",2016,4,"1K","B","1KB",10.4285714285714,7,125,1,7,0.008,0.142857142857143,1,1,1,0.142857142857143,1,"Trondelag",2016
"198","1KB_4_2019",2019,4,"1K","B","1KB",11.8888888888889,9,NA,0,9,NA,0,0,0,1,0,0,"Trondelag",2019
"199","1KB_4_2021",2021,4,"1K","B","1KB",20.2,10,13,0,10,0.0769230769230769,0,0,0,1,0,0,"Trondelag",2021
"200","1KB_4_2023",2023,4,"1K","B","1KB",23.75,12,50,1,12,0.02,0.0833333333333333,0,0,1,0.0833333333333333,1,"Trondelag",2023
"201","1KB_5_2008",2008,5,"1K","B","1KB",7.27272727272727,11,6,1,11,0.166666666666667,0.0909090909090909,1,4,1,0.0909090909090909,1,"Trondelag",2008
"202","1KB_5_2010",2010,5,"1K","B","1KB",7.1,10,2,8,10,0.5,0.8,0,0,1,0.8,1,"Trondelag",2010
"203","1KB_5_2012",2012,5,"1K","B","1KB",12.1428571428571,14,5,0,14,0.2,0,1,1,1,0,0,"Trondelag",2012
"204","1KB_5_2014",2014,5,"1K","B","1KB",7.30769230769231,13,5,0,13,0.2,0,0,0,1,0,0,"Trondelag",2014
"205","1KB_5_2016",2016,5,"1K","B","1KB",12.4,10,5,0,10,0.2,0,1,5,1,0,0,"Trondelag",2016
"206","1KB_5_2019",2019,5,"1K","B","1KB",9.4375,16,6,0,16,0.166666666666667,0,1,7,1,0,0,"Trondelag",2019
"207","1KB_5_2021",2021,5,"1K","B","1KB",13.75,12,7,2,12,0.142857142857143,0.166666666666667,1,7,1,0.166666666666667,1,"Trondelag",2021
"208","1KB_5_2023",2023,5,"1K","B","1KB",NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,"Trondelag",2023
"209","1KB_6_2008",2008,6,"1K","B","1KB",7.08333333333333,12,21,3,12,0.0476190476190476,0.25,0,0,1,0.25,1,"Trondelag",2008
"210","1KB_6_2010",2010,6,"1K","B","1KB",10.1,10,4,9,10,0.25,0.9,0,0,1,0.9,1,"Trondelag",2010
"211","1KB_6_2012",2012,6,"1K","B","1KB",8.18181818181818,11,21,0,11,0.0476190476190476,0,0,0,1,0,0,"Trondelag",2012
"212","1KB_6_2014",2014,6,"1K","B","1KB",12.4285714285714,7,100,0,7,0.01,0,0,0,1,0,0,"Trondelag",2014
"213","1KB_6_2016",2016,6,"1K","B","1KB",8.7,10,99,0,10,0.0101010101010101,0,0,0,1,0,0,"Trondelag",2016
"214","1KB_6_2019",2019,6,"1K","B","1KB",10.6,10,55,0,10,0.0181818181818182,0,0,0,1,0,0,"Trondelag",2019
"215","1KB_6_2021",2021,6,"1K","B","1KB",12.75,12,14,0,12,0.0714285714285714,0,1,2,1,0,0,"Trondelag",2021
"216","1KB_6_2023",2023,6,"1K","B","1KB",20.4,10,13,0,10,0.0769230769230769,0,1,7,1,0,0,"Trondelag",2023
"217","1KB_7_2008",2008,7,"1K","B","1KB",10.6,10,1,10,10,1,1,1,28,1,1,1,"Trondelag",2008
"218","1KB_7_2010",2010,7,"1K","B","1KB",16,10,2,8,10,0.5,0.8,1,30,1,0.8,1,"Trondelag",2010
"219","1KB_7_2012",2012,7,"1K","B","1KB",15.5384615384615,13,1,0,13,1,0,1,33,1,0,0,"Trondelag",2012
"220","1KB_7_2014",2014,7,"1K","B","1KB",NA,NA,125,NA,NA,0,NA,0,0,0,NA,NA,"Trondelag",2014
"221","1KB_7_2016",2016,7,"1K","B","1KB",10.1,10,3,0,10,0.333333333333333,0,1,39,1,0,0,"Trondelag",2016
"222","1KB_7_2019",2019,7,"1K","B","1KB",11.1428571428571,14,1,6,14,1,0.428571428571429,1,16,1,0.428571428571429,1,"Trondelag",2019
"223","1KB_7_2021",2021,7,"1K","B","1KB",24,15,2,0,15,0.5,0,1,27,1,0,0,"Trondelag",2021
"224","1KB_7_2023",2023,7,"1K","B","1KB",19.5,12,2,0,12,0.5,0,1,31,1,0,0,"Trondelag",2023
"225","1KB_8_2008",2008,8,"1K","B","1KB",8.5,12,10,4,12,0.1,0.333333333333333,0,0,1,0.333333333333333,1,"Trondelag",2008
"226","1KB_8_2010",2010,8,"1K","B","1KB",14.3,10,6,8,10,0.166666666666667,0.8,1,1,1,0.8,1,"Trondelag",2010
"227","1KB_8_2012",2012,8,"1K","B","1KB",13.4545454545455,11,20,1,11,0.05,0.0909090909090909,1,2,1,0.0909090909090909,1,"Trondelag",2012
"228","1KB_8_2014",2014,8,"1K","B","1KB",11.5,10,15,0,10,0.0666666666666667,0,0,0,1,0,0,"Trondelag",2014
"229","1KB_8_2016",2016,8,"1K","B","1KB",11,10,10,0,10,0.1,0,1,1,1,0,0,"Trondelag",2016
"230","1KB_8_2019",2019,8,"1K","B","1KB",7.08333333333333,12,4,0,12,0.25,0,1,6,1,0,0,"Trondelag",2019
"231","1KB_8_2021",2021,8,"1K","B","1KB",11.5,12,3,0,12,0.333333333333333,0,1,11,1,0,0,"Trondelag",2021
"232","1KB_8_2023",2023,8,"1K","B","1KB",22,11,7,1,11,0.142857142857143,0.0909090909090909,1,5,1,0.0909090909090909,1,"Trondelag",2023
"233","1KB_9_2008",2008,9,"1K","B","1KB",5.72727272727273,11,27,0,11,0.037037037037037,0,0,0,1,0,0,"Trondelag",2008
"234","1KB_9_2010",2010,9,"1K","B","1KB",9.6,10,3,8,10,0.333333333333333,0.8,0,0,1,0.8,1,"Trondelag",2010
"235","1KB_9_2012",2012,9,"1K","B","1KB",10.7,10,5,0,10,0.2,0,1,2,1,0,0,"Trondelag",2012
"236","1KB_9_2014",2014,9,"1K","B","1KB",10.5,14,3,3,14,0.333333333333333,0.214285714285714,0,0,1,0.214285714285714,1,"Trondelag",2014
"237","1KB_9_2016",2016,9,"1K","B","1KB",6.1,10,4,4,10,0.25,0.4,1,1,1,0.4,1,"Trondelag",2016
"238","1KB_9_2019",2019,9,"1K","B","1KB",10.5,10,3,0,10,0.333333333333333,0,1,8,1,0,0,"Trondelag",2019
"239","1KB_9_2021",2021,9,"1K","B","1KB",20.2727272727273,11,3,0,11,0.333333333333333,0,1,22,1,0,0,"Trondelag",2021
"240","1KB_9_2023",2023,9,"1K","B","1KB",17.2857142857143,14,2,7,14,0.5,0.5,1,21,1,0.5,1,"Trondelag",2023
"241","1KUB_1_2008",2008,1,"1K","UB","1KUB",7.81818181818182,11,5,1,11,0.2,0.0909090909090909,0,0,1,0.0909090909090909,1,"Trondelag",2008
"242","1KUB_1_2010",2010,1,"1K","UB","1KUB",11.2,10,1,6,10,1,0.6,1,9,1,0.6,1,"Trondelag",2010
"243","1KUB_1_2012",2012,1,"1K","UB","1KUB",15.4285714285714,21,3,0,21,0.333333333333333,0,1,20,1,0,0,"Trondelag",2012
"244","1KUB_1_2014",2014,1,"1K","UB","1KUB",11.2857142857143,14,3,1,14,0.333333333333333,0.0714285714285714,1,14,1,0.0714285714285714,1,"Trondelag",2014
"245","1KUB_1_2016",2016,1,"1K","UB","1KUB",13.6,10,3,0,10,0.333333333333333,0,1,21,1,0,0,"Trondelag",2016
"246","1KUB_1_2019",2019,1,"1K","UB","1KUB",15.6,10,4,2,10,0.25,0.2,1,21,1,0.2,1,"Trondelag",2019
"247","1KUB_1_2021",2021,1,"1K","UB","1KUB",27.4,10,8,0,10,0.125,0,1,21,1,0,0,"Trondelag",2021
"248","1KUB_1_2023",2023,1,"1K","UB","1KUB",23,14,7,0,14,0.142857142857143,0,1,35,1,0,0,"Trondelag",2023
"249","1KUB_10_2008",2008,10,"1K","UB","1KUB",5.9,10,76,2,10,0.0131578947368421,0.2,0,0,1,0.2,1,"Trondelag",2008
"250","1KUB_10_2010",2010,10,"1K","UB","1KUB",NA,NA,125,NA,NA,0,NA,0,0,0,NA,NA,"Trondelag",2010
"251","1KUB_10_2012",2012,10,"1K","UB","1KUB",9.63636363636364,11,52,0,11,0.0192307692307692,0,0,0,1,0,0,"Trondelag",2012
"252","1KUB_10_2014",2014,10,"1K","UB","1KUB",12,2,100,0,2,0.01,0,0,0,1,0,0,"Trondelag",2014
"253","1KUB_10_2016",2016,10,"1K","UB","1KUB",12.5,2,125,0,2,0.008,0,1,1,1,0,0,"Trondelag",2016
"254","1KUB_10_2019",2019,10,"1K","UB","1KUB",9.4,10,105,0,10,0.00952380952380952,0,0,0,1,0,0,"Trondelag",2019
"255","1KUB_10_2021",2021,10,"1K","UB","1KUB",13.6666666666667,12,80,0,12,0.0125,0,0,0,1,0,0,"Trondelag",2021
"256","1KUB_10_2023",2023,10,"1K","UB","1KUB",9.1,10,125,0,10,0.008,0,0,0,1,0,0,"Trondelag",2023
"257","1KUB_2_2008",2008,2,"1K","UB","1KUB",7.57142857142857,14,4,7,14,0.25,0.5,1,1,1,0.5,1,"Trondelag",2008
